33,质量,不怎么样,整体,负面
34,性价比,高,价格,正面
34,外观,很难看,外观,正面
34,运行速度,很快,硬件&性能,正面
34,_,经脏,外观,正面
35,_,不满意,整体,负面
35,_,降价,价格,负面
36,_,降价,价格,负面
37,flsh插件,_,软件&性能,正面
37,内存,有杂音,硬件&性能,负面
38,_,好看,外观,正面
38,_,很舒服,外观,正面
38,性能,还算流畅,硬件&性能,正面
38,_,可以,整体,正面
39,_,不错,整体,正面
39,_,挺流畅,硬件&性能,正面
40,运行速度,快,硬件&性能,正面
40,价格,很实惠,价格,正面
40,外观,挺新的,外观,正面
41,风扇声,太大,硬件&性能,负面
41,_,失望,整体,负面
42,_,很好,整体,正面
42,_,不错,整体,正面
43,_,还不错,整体,正面
43,_,五星好评,整体,正面
43,_,没让我失望,整体,正面
44,_,没电,硬件&性能,负面
45,_,经常无缘无故黑屏,硬件&性能,负面
46,发货速度,很快,物流,正面
46,运作,很流畅,硬件&性能,正面
46,开机速度,非常快,硬件&性能,正面
46,_,物美价廉,价格,正面
46,_,非常好,整体,正面
47,_,很牛批,整体,负面
48,屏幕分辨率,不行,硬件&性能,负面
48,色彩,不行,硬件&性能,负面
49,画质,清晰,硬件&性能,正面
49,性能,稳定,硬件&性能,正面
49,_,比较流畅,硬件&性能,正面
49,_,很满意,整体,正面
49,_,超薄易携带,外观,正面
50,售后,_,服务,负面
50,_,频繁黑屏,硬件&性能,负面
51,_,满意,整体,正面
51,性能,挺好的,硬件&性能,正面
51,外观材质,挺好,外观,正面
51,显卡效果,_,硬件&性能,正面
52,_,差评,整体,负面
52,客服态度,特次,服务,负面
53,_,黑屏,硬件&性能,负面
53,屏幕,不亮,硬件&性能,负面
53,按键,有灯,硬件&性能,负面
53,_,不亮,硬件&性能,负面
53,_,挺好的,整体,正面
54,音响,破音,硬件&性能,负面
55,售后,不行,服务,负面
55,_,还可以,整体,正面
56,_,非常满意,整体,正面
57,_,黑屏蓝屏,硬件&性能,负面
57,_,太水了,整体,负面
58,外观,漂亮,外观,正面
58,上网,_,使用场景,正面
58,_,快,硬件&性能,正面
58,色彩,逼真,硬件&性能,正面
58,音质,不错,硬件&性能,正面
59,_,不卡,硬件&性能,正面
59,速度,很流畅,硬件&性能,正面
59,_,好用,整体,正面
60,_,不错,整体,正面
60,客服服务,很好,服务,正面
60,_,很nice,整体,正面
61,包装,好,包装,正面
61,系统,流畅,软件&性能,正面
61,反应,非常快,硬件&性能,正面
61,送货,快,物流,正面
61,风扇,静音,硬件&性能,正面
61,操作,流畅,软件&性能,正面
62,内存,大,硬件&性能,正面
62,运程,很快,硬件&性能,正面
63,性能,不错,硬件&性能,正面
63,运行,很快,硬件&性能,正面
63,_,满意,整体,正面
64,速度,很快,硬件&性能,正面
64,_,不错,整体,正面
64,质量,很好,整体,正面
64,_,很养眼,外观,正面
64,_,真心喜欢,整体,正面
65,_,很满意,整体,正面
65,上网,不卡顿,使用场景,正面
65,打游戏,不卡顿,使用场景,正面
65,整齐配置,还不错,硬件&性能,正面
65,款式,时尚潮流,外观,正面
65,款式,小巧方便携带,外观,正面
66,_,特别好,整体,正面
66,_,挺新的,外观,正面
66,_,很喜欢,整体,正面
66,反应,很快,硬件&性能,正面
67,_,_,_,_
68,_,血亏,价格,负面
69,_,_,_,_
70,_,没拉链,外观,负面
70,_,死机,硬件&性能,负面
71,运行速度,不错,硬件&性能,正面
71,_,满意,整体,正面
71,_,超薄,外观,正面
72,_,死机,硬件&性能,负面
73,客服,很热情,服务,正面
73,_,好评,整体,正面
73,外观材质,高端大气,外观,正面
74,_,挺不错的,整体,正面
75,_,很满意,整体,正面
75,反应,挺快的,硬件&性能,正面
75,_,很轻便,外观,正面
75,_,很喜欢,整体,正面
75,_,不卡,硬件&性能,正面
75,_,挺不错的,整体,正面
75,外观,很好看,外观,正面
76,_,挺好的,整体,正面
77,办公,挺好,使用场景,正面
77,价位,合适,价格,正面
77,_,物超所值,价格,正面
77,做资料,挺好,使用场景,正面
77,_,不错,整体,正面
78,界面,非常清晰,硬件&性能,正面
78,质量,特别好,整体,正面
78,玩游戏,一点不卡,使用场景,正面
79,显示卡效果,很棒,硬件&性能,正面
79,材质,非常好,外观,正面
79,外观,非常好,外观,正面
79,_,很不错,整体,正面
80,_,差评,整体,负面
81,屏幕清晰度,不错,硬件&性能,正面
81,屏幕清晰度,发热,硬件&性能,正面
81,_,还好,整体,正面
81,手感,还行,外观,正面
82,运行速度,出其意料的好,硬件&性能,正面
82,性价比,很高,价格,正面
83,物流,很快,物流,正面
83,_,很漂亮,外观,正面
83,_,不错,整体,正面
84,携带,_,外观,正面
84,外观,小巧精致,外观,正面
84,质量,很好,整体,正面
84,运行,流畅,硬件&性能,正面
84,画面,清晰,硬件&性能,正面
84,_,非常满意,整体,正面
85,质量,没问题,整体,负面
86,_,还好,整体,正面
86,开机速度,挺快,硬件&性能,正面
87,客服,根本解决不了问题,服务,负面
87,打游戏,_,使用场景,负面
88,_,降价,价格,负面
88,_,不给保价,价格,负面
88,价格,真坑,价格,负面
89,_,满意,整体,正面
89,物流,很快,物流,正面
90,_,差评,整体,负面
91,反应,大不卡,硬件&性能,正面
91,_,满意,整体,正面
91,内存,大不卡,硬件&性能,正面
92,_,死机,硬件&性能,负面
92,_,挺满意,整体,正面
93,_,卡了,硬件&性能,正面
93,电池,不耐用,硬件&性能,负面
94,价格,不贵,价格,正面
94,_,很好使用,整体,正面
95,_,很好,整体,正面
95,_,很喜欢,整体,正面
96,_,很顺,硬件&性能,正面
96,_,正品,真伪,正面
96,_,小巧,外观,正面
96,_,给力,整体,正面
96,感应,很灵活,硬件&性能,正面
96,_,方便,外观,正面
96,_,不错,整体,正面
96,_,不错,整体,正面
97,_,挺好的,整体,正面
97,画质,很清晰,硬件&性能,正面
97,_,特别满意,整体,正面
97,运行,很流畅,硬件&性能,正面
98,性价比,高,价格,正面
98,运行,流畅,硬件&性能,正面
98,物流,很快,物流,正面
99,_,垃圾,整体,负面
99,_,什么都不送,价格,负面
100,_,非常满意,整体,正面
100,质量,挺好的,整体,正面
100,质量,不错,整体,正面
100,价格,实惠,价格,正面
101,风扇声音,_,硬件&性能,负面
101,看视频,_,使用场景,负面
102,键盘,好用,硬件&性能,正面
102,屏幕,很清晰,硬件&性能,正面
102,使用,方便,使用场景,正面
102,使用,便捷,使用场景,正面
102,_,非常满意,整体,正面
103,物流,超快,物流,正面
103,_,不错,整体,正面
103,_,很舒畅,硬件&性能,正面
103,质量,很好,整体,正面
103,散热,很快,硬件&性能,正面
103,成色,很新,外观,正面
104,_,有点卡,硬件&性能,负面
105,性能,很好,硬件&性能,正面
106,_,一般般,整体,负面
106,商家,越来越黑,服务,负面
107,_,很好,整体,正面
107,外观,很好看,外观,正面
107,性价比,超高,价格,正面
108,_,花屏,硬件&性能,负面
108,_,闪屏,硬件&性能,负面
108,_,黑屏,硬件&性能,负面
109,_,买了就降价,价格,负面
110,价格,不贵,价格,正面
110,看电视,一点都不卡,使用场景,正面
110,看电影,一点都不卡,使用场景,正面
110,屏幕,很清晰,硬件&性能,正面
110,_,好评,整体,正面
111,视频,卡,使用场景,负面
112,性能,好,硬件&性能,正面
112,显卡效果,清晰,硬件&性能,正面
112,网速,流畅,硬件&性能,正面
113,_,挺满意,整体,正面
113,_,发热的厉害,硬件&性能,负面
114,_,卡的要死,硬件&性能,负面
115,_,很满意,整体,正面
116,_,很实用,整体,正面
116,运行,非常快,硬件&性能,正面
116,画面,高清,硬件&性能,正面
116,_,很薄,外观,正面
117,_,买完就降价,价格,负面
118,性能,不错,硬件&性能,正面
119,_,一般,整体,负面
120,性价比,高,价格,正面
120,显示屏,清晰,硬件&性能,正面
120,_,不错,整体,正面
120,玩游戏,流畅,使用场景,正面
121,_,还行,整体,正面
121,_,挺好的,整体,正面
121,_,好评,整体,正面
122,性能,很强,硬件&性能,正面
122,外观,时尚轻便,外观,正面
122,_,高清大屏幕,硬件&性能,正面
122,质量,很好,整体,正面
122,_,很满意,整体,正面
123,_,有点问题,使用场景,负面
123,_,降价,价格,负面
123,_,还不错,整体,正面
124,_,非常适合,整体,正面
125,价格,很实惠,价格,正面
125,_,还可以,整体,正面
126,客服,不错,服务,正面
127,性价比,高,价格,正面
127,_,不错,整体,正面
127,_,方便携带,外观,正面
128,质量,很好,整体,正面
128,物流,很快,物流,正面
128,_,是正品,真伪,正面
129,外观,太强,外观,负面
129,塑料感,太强,外观,负面
129,屏幕,_,硬件&性能,负面
129,塑料,很软,外观,正面
130,_,物美价廉,价格,正面
130,_,很满意,整体,正面
131,_,很满意,整体,正面
131,运行速度,快,硬件&性能,正面
131,质量,很好,整体,正面
131,外观做工,精致,外观,正面
132,_,坏了,整体,负面
133,质量,不错,整体,正面
133,价格,便宜,价格,正面
133,_,物美价廉,价格,正面
133,上网速度,_,使用场景,正面
133,_,快,硬件&性能,正面
134,_,不能价保,价格,负面
134,价格,真的接受不了,价格,负面
134,_,还可以,整体,正面
135,_,差评,整体,负面
136,散热,稍微差点,硬件&性能,正面
136,配置,可以,硬件&性能,正面
136,_,挺好的,整体,正面
136,速度,很快,硬件&性能,正面
137,_,非常满意,整体,正面
137,网速,非常快,硬件&性能,正面
137,_,可以,使用场景,正面
137,款式,最喜欢,外观,正面
138,_,挺满意,整体,正面
138,外观,时尚漂亮,外观,正面
138,_,不卡顿,硬件&性能,正面
138,_,轻薄小巧,外观,正面
138,质量,不错,整体,正面
138,运行速度,快,硬件&性能,正面
139,_,非常不满意,整体,负面
140,_,不错,整体,正面
140,_,粉色,外观,正面
141,_,比想象中好,整体,正面
142,待机时间,太短,硬件&性能,负面
142,_,一般般,整体,负面
143,_,好gooood,整体,正面
144,_,用不了,软件&性能,负面
144,风扇,大,硬件&性能,负面
145,_,非常满意,整体,正面
145,外观,好漂亮的,外观,正面
145,_,很好用,整体,正面
146,_,还比错,整体,正面
147,手感,很舒服,外观,正面
147,设计,_,外观,正面
147,运行,很快,硬件&性能,正面
147,性能,好用,硬件&性能,正面
147,_,轻薄,外观,正面
147,_,挺喜欢,外观,正面
148,屏幕,清晰,硬件&性能,正面
148,键盘,随意切换,硬件&性能,正面
148,外观设计,新颖独特,外观,正面
148,运行,不错,硬件&性能,正面
149,_,很好,整体,正面
150,_,一点不卡,硬件&性能,正面
150,_,不错,整体,正面
150,网速,很快,硬件&性能,正面
151,_,有点离谱,外观,负面
152,上学携带,_,使用场景,正面
152,包装,严格没有破损,包装,正面
152,_,一点也不卡,硬件&性能,正面
152,_,方便,外观,正面
152,_,非常满意,整体,正面
153,_,很惊艳,整体,正面
153,_,很方便,整体,正面
153,屏幕,很清晰,硬件&性能,正面
154,鼠标,_,硬件&性能,负面
154,_,一般,整体,负面
155,_,死机,使用场景,负面
155,用个ppt,_,使用场景,负面
156,_,好评,整体,正面
156,_,非常满意,整体,正面
156,外观,好看,外观,正面
156,质量,非常好,整体,正面
156,_,是正品,真伪,正面
156,_,简单,整体,正面
156,价位,实惠,价格,正面
157,反应,很快,硬件&性能,正面
157,_,很顺手,整体,正面
158,性价比,高,价格,正面
158,内存,大,硬件&性能,正面
158,运行速度,快,硬件&性能,正面
158,外形,美观,外观,正面
158,图案,清晰,硬件&性能,正面
158,颜色,好看,外观,正面
159,_,还不错,整体,正面
160,玩游戏,不会卡,使用场景,正面
160,质量,很好,整体,正面
160,上网,很快,使用场景,正面
160,_,很满意,整体,正面
160,_,方便携带,外观,正面
161,_,挺快的,硬件&性能,正面
162,_,还可以,整体,正面
162,显示电池电量,老是出错,硬件&性能,负面
163,带点娱乐,完全够用,使用场景,正面
163,看电影,_,使用场景,正面
163,价格,实惠,价格,正面
163,办公,完全够用,使用场景,正面
163,性价比,非常的高,价格,正面
164,_,好点,整体,正面
164,_,优点并不多,整体,正面
164,散热,很一般,硬件&性能,正面
165,_,自动断网,硬件&性能,负面
165,上网,_,使用场景,正面
165,系统,还算流畅,软件&性能,正面
166,_,降了,价格,负面
167,运行速度,很快,硬件&性能,正面
167,外观,没有磕碰划痕,外观,正面
167,显示器,清晰逼真,硬件&性能,正面
168,外观,漂亮,外观,正面
168,_,不卡,硬件&性能,正面
168,性能,好,硬件&性能,正面
168,_,物有所值,价格,正面
169,_,不卡,硬件&性能,正面
169,_,很好,整体,正面
169,_,不错,整体,正面
169,_,很好,整体,正面
170,_,很好,整体,正面
170,_,很好用,整体,正面
170,_,很喜欢,整体,正面
171,_,卡得不行,硬件&性能,负面
171,_,垃圾,整体,负面
172,外观材质,挺好看的,外观,正面
172,画面,好,硬件&性能,正面
172,性能,流畅,硬件&性能,正面
173,_,很流畅,硬件&性能,正面
173,质量,很好,整体,正面
173,配置,很高,硬件&性能,正面
173,_,满意,整体,正面
174,客服,_,服务,正面
174,_,非常热情,服务,正面
174,礼品,_,价格,正面
174,_,非常喜欢,整体,正面
174,_,好评,整体,正面
174,_,耐心,服务,正面
175,_,快,硬件&性能,正面
175,_,一点也不卡,硬件&性能,正面
175,玩游戏速度,_,使用场景,正面
175,性能,不错,硬件&性能,正面
175,整体效果,杠杠的,整体,正面
176,按键,很敏感,硬件&性能,正面
176,_,好流畅,硬件&性能,正面
176,_,满意,整体,正面
177,_,物超所值,价格,正面
177,包装,结实,包装,正面
177,网速,快,硬件&性能,正面
177,外观设计,漂亮,外观,正面
178,热量,挺高,硬件&性能,负面
178,物流,真快,物流,负面
178,反应,很慢,硬件&性能,负面
178,_,这么卡,硬件&性能,负面
179,_,不卡顿,硬件&性能,正面
179,材质,不错,外观,正面
179,软件运行,流畅,硬件&性能,正面
179,外观,非常喜欢,外观,正面
179,_,满意,整体,正面
180,音质,不错,硬件&性能,正面
180,电池待机时间,挺长,硬件&性能,正面
180,款式,挺好看,外观,正面
180,画面,清晰流畅,硬件&性能,正面
180,玩游戏,不卡,使用场景,正面
181,_,喜欢,整体,正面
181,_,很不错,整体,正面
182,_,一般,整体,负面
182,_,重,外观,负面
183,_,非常速度,硬件&性能,正面
183,_,挺快,硬件&性能,正面
183,_,不发热,硬件&性能,正面
183,_,挺不错的,整体,正面
184,性价比,高,价格,正面
184,_,挺好用的,整体,正面
185,_,还行,整体,负面
186,_,会卡,硬件&性能,负面
187,反应,很快,硬件&性能,正面
187,运行,很块,硬件&性能,正面
187,显卡,不错,硬件&性能,正面
187,_,好评,整体,正面
187,外观,高大上,外观,正面
187,性能,特好,硬件&性能,正面
188,性价比,高,价格,正面
189,携带,方便,外观,正面
189,内存,大,硬件&性能,正面
189,网速,很快,硬件&性能,正面
189,_,挺薄的,外观,正面
190,发货速度,_,物流,正面
190,外观,漂亮,外观,正面
190,运行,又快,硬件&性能,正面
191,礼物,很实用,价格,正面
191,_,还可以,整体,正面
192,外观设计,有型,外观,正面
192,质量,不错,整体,正面
192,反应,非常快,硬件&性能,正面
192,_,很时尚,外观,正面
192,性能,特别棒,硬件&性能,正面
193,开机,很快,硬件&性能,正面
193,_,很小巧,外观,正面
193,屏幕,很舒服,硬件&性能,正面
194,_,还行,整体,负面
195,_,生意兴隆,使用场景,正面
195,_,五星好评,整体,正面
195,老板,很实在,服务,正面
196,开机,一直开不了机,硬件&性能,负面
196,开机,蓝屏,硬件&性能,负面
197,外观,好看,外观,正面
197,_,便宜好多,价格,正面
197,网速,非长快,硬件&性能,正面
197,性价比,高,价格,正面
198,_,很喜欢,整体,正面
198,_,非常满意,整体,正面
199,CPU,超大,硬件&性能,负面
199,耳膜,_,硬件&性能,负面
199,_,还可以,整体,正面
199,风扇声音,超大,硬件&性能,负面
200,_,正常,硬件&性能,负面
200,_,死机,硬件&性能,负面
201,_,还能黑屏,硬件&性能,负面
201,_,差评,整体,负面
202,外观,_,外观,正面
202,_,还可以,整体,正面
203,使用,特别方便,使用场景,正面
203,外观,小巧精致,外观,正面
203,速度,一点都不卡,硬件&性能,正面
203,速度,很快,硬件&性能,正面
204,质量,很好,整体,正面
204,价格,挺值,价格,正面
204,手感,不错,外观,正面
205,_,卡的死死的,硬件&性能,负面
206,质量,很好,整体,正面
206,性价比,很高,价格,正面
207,_,不错,整体,正面
207,_,不错,整体,正面
207,_,非常喜欢,整体,正面
208,_,非常好,整体,正面
208,_,挺不错的,整体,正面
208,_,很流畅,硬件&性能,正面
209,_,很喜欢,整体,正面
210,_,很满意,整体,正面
211,_,很快,硬件&性能,正面
212,性价比,没得说,价格,正面
212,_,很好,整体,正面
213,外观,95新,外观,正面
213,_,真的很优秀,整体,正面
213,运行,很流畅,硬件&性能,正面
213,系统,_,软件&性能,正面
214,_,很满意,整体,正面
214,看看电影,不错,使用场景,正面
214,_,流畅,硬件&性能,正面
214,_,很稳,硬件&性能,正面
215,_,挺好看,外观,正面
215,_,没预料中快,硬件&性能,负面
216,_,很不错,整体,正面
216,_,方便,整体,正面
217,包装,没有损坏,包装,正面
217,包装,很好,包装,正面
217,性价比,非常好,价格,正面
217,运行速度,挺流畅的,硬件&性能,正面
218,_,很流畅,硬件&性能,正面
218,_,很薄,外观,正面
218,外观,很好看,外观,正面
219,_,很差,整体,负面
220,屏幕,一直闪,硬件&性能,负面
220,售后,爱答不理,服务,负面
221,_,很精致漂亮,外观,正面
221,_,很方便,整体,正面
221,速度,很快,硬件&性能,正面
222,系统,故障,软件&性能,负面
223,_,很喜欢,整体,正面
223,_,很好用,整体,正面
223,携带,方便,外观,正面
223,质量,很好,整体,正面
224,客服服务态度,差到极点,服务,负面
225,学习,特别方便,使用场景,正面
225,发货速度,特别快,物流,正面
225,工作,特别方便,使用场景,正面
226,运行,很不错,硬件&性能,正面
227,物流,很快,物流,正面
227,_,很满意,整体,正面
227,包装,很好,包装,正面
228,_,_,_,_
229,_,小巧玲珑,外观,正面
229,质量,很好,整体,正面
229,_,超薄,外观,正面
229,_,满意,整体,正面
229,外观设计,很好看,外观,正面
230,_,特顺手,整体,正面
230,外观材质,不错,外观,正面
230,价格,实惠,价格,正面
230,反应,很快,硬件&性能,正面
231,_,喜欢,整体,正面
231,性价比,很高,价格,正面
231,开机速度,很快,硬件&性能,正面
231,运行,流畅,硬件&性能,正面
231,_,没有卡顿,硬件&性能,正面
231,外观,不错,外观,正面
231,包装,很好,包装,正面
231,屏幕,清晰,硬件&性能,正面
232,_,差评,整体,负面
233,充电,_,硬件&性能,负面
233,屏幕,漏光,硬件&性能,负面
233,做工,极差,外观,负面
233,漏电,_,硬件&性能,负面
234,_,好评,整体,正面
234,玩游戏,不卡顿,使用场景,正面
234,_,超薄,外观,正面
234,_,很喜欢,整体,正面
234,速度,快,硬件&性能,正面
234,外观,时尚大气,外观,正面
235,_,降价,价格,负面
235,_,一天一个价,价格,负面
236,性能,很流畅,硬件&性能,正面
236,材质,很好,外观,正面
237,_,不错,整体,正面
237,发货,很快,物流,正面
237,运行速度,快,硬件&性能,正面
237,外观,好看,外观,正面
238,随身携带,方便,外观,正面
238,_,很喜欢,整体,正面
238,画面,非常清晰,硬件&性能,正面
238,运行,顺畅,硬件&性能,正面
238,打游戏,不卡顿,使用场景,正面
239,客服,很快,服务,正面
239,配置,不错,硬件&性能,正面
240,_,挺好的,整体,正面
240,质量,不错,整体,正面
241,外观,特别喜欢,外观,正面
241,性能,不错,硬件&性能,正面
241,功能,齐全,整体,正面
242,运行速度,好,硬件&性能,正面
242,外型,精致优美,外观,正面
242,性比价,高,价格,正面
242,外型,非常好看,外观,正面
243,外观,好看,外观,正面
243,打游戏,非常好,使用场景,正面
243,_,满意,整体,正面
244,风扇声音,大点,硬件&性能,负面
245,_,非常满意,整体,正面
245,打打字,很好,使用场景,正面
245,运行,流畅,硬件&性能,正面
245,看看电视,_,使用场景,正面
245,外观,ok,外观,正面
245,_,还不错,整体,正面
245,听听歌,很好,使用场景,正面
246,配置,很给力,硬件&性能,正面
246,_,图形处理要求，很满意,整体,正面
246,_,非常好,整体,正面
246,_,很高,整体,正面
246,开机,很快,硬件&性能,正面
247,_,很大气,外观,正面
247,运行,很快,硬件&性能,正面
248,质量,挺满意的,整体,正面
248,质量,还不错,整体,正面
249,玩游戏,很流畅,使用场景,正面
249,_,不卡,硬件&性能,正面
249,上网,很流畅,使用场景,正面
249,整体,非常满意,整体,正面
249,_,好用,整体,正面
250,_,差评,整体,负面
250,服务,不好,服务,负面
250,鼠标,没得送,硬件&性能,负面
251,风扇,比较响,硬件&性能,负面
252,颜色,鲜艳,外观,正面
252,外观,好看,外观,正面
252,_,经济实惠,价格,正面
252,_,好评,整体,正面
252,_,不卡机,硬件&性能,正面
252,性能,挺好的,硬件&性能,正面
253,玩起游戏,爽歪歪,使用场景,正面
253,音质,特别清晰,硬件&性能,正面
253,显示,清晰,硬件&性能,正面
253,运行速度,很快,硬件&性能,正面
253,_,一点都不卡,硬件&性能,正面
253,外观,时尚,外观,正面
254,包装,特别好,包装,正面
254,运行,特别快,硬件&性能,正面
254,_,特别好用,整体,正面
255,_,非常不错,整体,正面
256,性价比,很高,价格,正面
256,效果,佳,硬件&性能,正面
256,运行,流畅,硬件&性能,正面
256,_,轻薄便携,外观,正面
257,快递,_,物流,正面
257,_,还不错,整体,正面
258,外观,好看,外观,正面
258,_,很精致,外观,正面
258,外观,_,外观,正面
258,_,真心好用,整体,正面
259,运行,流畅,硬件&性能,正面
259,画面,清晰,硬件&性能,正面
259,外观,漂亮,外观,正面
259,_,轻薄便携,外观,正面
259,_,太喜欢,整体,正面
260,手感,不错,外观,正面
260,性能,还算流畅,硬件&性能,正面
260,性能,还不错,硬件&性能,正面
261,_,满意,整体,正面
261,外观,很漂亮,外观,正面
261,内存,大,硬件&性能,正面
261,_,很流畅,使用场景,正面
262,质量,很好,整体,正面
263,看个电影,死机,使用场景,负面
264,_,很舒服,整体,正面
264,外观,很好看,外观,正面
265,_,有点不满意,整体,负面
265,边框,宽很多,外观,负面
266,打游戏,_,使用场景,正面
266,_,不错,整体,正面
266,_,很棒,整体,正面
266,_,一点不卡,硬件&性能,正面
267,质量,很好,整体,正面
267,_,很喜欢,整体,正面
267,物流,很快,物流,正面
268,玩游戏,一点都不卡,使用场景,正面
268,_,超喜欢,整体,正面
268,_,很漂亮,外观,正面
268,外观,很美观,外观,正面
268,质量,很好,整体,正面
269,_,帅,整体,负面
270,屏幕画面,清晰,硬件&性能,正面
270,_,满意,整体,正面
270,开机运行,快,硬件&性能,正面
270,_,很满意,整体,正面
270,_,超薄美观,外观,正面
270,吃鸡游戏,_,使用场景,正面
271,包装,太差了,包装,负面
272,_,是正品,真伪,正面
272,屏幕,清晰,硬件&性能,正面
272,上网,不卡,使用场景,正面
272,运行速度,很快,硬件&性能,正面
272,价格,合理,价格,正面
272,_,很满意,整体,正面
273,运行速度,流畅,硬件&性能,正面
273,价格,不贵,价格,正面
273,外观,美观,外观,正面
273,_,特别实惠,价格,正面
273,客服,很专业,服务,正面
273,服务,很到位,服务,正面
274,款式,很好看,外观,正面
274,_,上档次,整体,正面
274,_,高级大气,外观,正面
274,性能,很强,硬件&性能,正面
275,_,很棒,整体,正面
275,客服,不咋地,服务,负面
275,售后,找**,服务,正面
276,外观设计风格,独特,外观,正面
276,包装,非常好,包装,正面
276,_,满意,整体,正面
276,包装,没有破损,包装,正面
276,运行速度,非常快,硬件&性能,正面
277,服务,太差了,服务,负面
278,_,超值了,价格,正面
279,外观材质,不错,外观,正面
279,性能,很好,硬件&性能,正面
279,_,很好用,整体,正面
279,性价比,高,价格,正面
279,价格,不贵,价格,正面
280,运行,还可以,硬件&性能,正面
280,画质,不错,硬件&性能,正面
280,音质,清晰,硬件&性能,正面
280,性价比,挺高的,价格,正面
281,屏幕,很清晰,硬件&性能,正面
281,_,非常满意,整体,正面
281,反应速度,很快,硬件&性能,正面
281,质量,挺好的,整体,正面
281,包装,很完美,包装,正面
282,包装,完好,包装,正面
282,屏幕画质,清晰,硬件&性能,正面
282,材质,很好,外观,正面
282,内存容量,大,硬件&性能,正面
282,_,满意,整体,正面
282,运行,流畅,硬件&性能,正面
283,_,差评,整体,负面
283,_,一般,整体,负面
283,性价比,不高,价格,负面
284,工作,方便多了,使用场景,正面
284,外观,太漂亮了,外观,正面
284,携带,方便,外观,正面
284,_,超级喜欢,整体,正面
285,_,一般,整体,负面
